date,time,Annotated tweet,Class,Your class label
10/16/2012,09:08:23-05:00,crowleyCNN a Q rarely asked - whats  Mitt 's view of  30M uninsured ? Other than letting States decide &amp; wht if he were governor? @wolfblitzer,-1,
10/16/2012,09:08:24-05:00, Mitt  doesn't know nor care who Stacey Dash is. The Bodyguard? Bruhahhhaha see that's what you get Dionne!,0,
10/16/2012,09:08:28-05:00,@NancyPelosi We have 3 weeks to park in FL and tell these seniors that  Romney  Voucher Care will mean having to reverse mortgage your home,-1,
10/16/2012,09:08:30-05:00,Daily Kos:  Mitt Romney 's nightmare: Bill Clinton explains  Mitt Romney  math http://t.co/14UKTdPR via @dailykos,-1,
10/16/2012,09:08:31-05:00,SMShow @RadioGuyChris @JenGranholm  I am SOOOO happy the  Romney  tax plan has been cleared up!  Hilarious!!!,-1,
10/16/2012,09:08:32-05:00,7 key states move toward  Romney  on new Rove Electoral Map http://t.co/50wN8jw7 via @IBDinvestors,1,
10/16/2012,09:08:34-05:00,Rosie Perez Rips  Mitt Romney : VIDEO http://t.co/JvkwEqfk,-1,
10/16/2012,09:08:37-05:00,Chuck Todd: We’re seeing a structural change in the race toward  Romney  « Hot Air http://t.co/UfjvAIPz via @hotairblog,0,
10/16/2012,09:08:41-05:00,Raised right!  #campaignbutton # Romney  #government  http://t.co/h0tsr5BC,1,
10/16/2012,09:08:41-05:00,Does this make @lauren_huntt Ann  Romney ?,0,
10/16/2012,09:08:42-05:00,"Perot for  Romney : Well, that was fast. Just two weeks ago, Ross Perot was refusing to endorse either  Romney ... http://t.co/NdyrO6nn",1,
10/16/2012,09:08:43-05:00,Via @nprnews: Poll:  Romney  Has Large Lead In Rural Swing Counties http://t.co/fa0iwbK4,1,
10/16/2012,09:08:43-05:00,JaredWatkins:  Romney  explains  tax plan  http://t.co/ytRclo3E Somebody at the DNC learned JavaScript.,-1,
10/16/2012,09:08:46-05:00,"BANDS Will Make Huh Dance , FOODSTAMPS Will Make Her Twerk But  Romney  Taken Em' So That Bitch Gotta' Workk !",0,
10/16/2012,09:08:55-05:00, Romney  plans $11 mil ad towards women. http://t.co/VWnhWmyQ Will it work? Are women falling for it?,0,
10/16/2012,09:08:56-05:00,Aww the nigga voting for  Romney ,0,
10/16/2012,09:08:57-05:00,"RT @Radell85: 21 days until election day ppl lets make sure we vote"" # ROMNEy ",1,
10/16/2012,09:09:00-05:00,"We may advance slowly with BO, but  Mitt  will make us slide into a catastrophe only worst to great depression. Devastation &amp; rule by D rich",-1,
10/16/2012,09:09:04-05:00,News roundup:  Romney  ahead in key swing states – Salt Lake Tribune (blog) http://t.co/1Vim2hS6,1,
10/16/2012,09:09:05-05:00,Adam Levin: Why  Romney  the Closer Is a Consumer Nightmare: Politicians often have a lazy relationship with the t... http://t.co/nqFNfCve,0,
10/16/2012,09:09:10-05:00,Took long enough -- finally some details on  Mitt Romney 's  tax plan : http://t.co/1Xi5XEEX,0,
10/16/2012,09:09:10-05:00,Scott Lilly: Would  Romney  Really Kill Big Bird? http://t.co/4hAgSGKc,0,
10/16/2012,09:09:12-05:00,Had a dream that I was in a car with  Mitt Romney  _,1,
10/16/2012,09:09:13-05:00,@DirtyDan64 people agree with  mitt  on 47% he should have drove it home not puss out with the media,1,
10/16/2012,09:09:13-05:00,Ryan Falsely Denies  Romney  Plan To Raise  Defense Spending  $2 Trillion http://t.co/oU2ThvYV via @TPM,0,
10/16/2012,09:09:15-05:00,@Morning_Joe @DavidGregory #stopSpinning.  Romney  losing in swing states http://t.co/4DQeEaV4,-1,
10/16/2012,09:05:51-05:00,Is  Mitt Romney  a step-dad? He cares about you because he has no choice? http://t.co/zdT6NAOh #47percent,-1,
10/16/2012,09:09:17-05:00,"Funny!! When it comes to his $5 trillion  tax plan , don't let  Mitt Romney  give you the runaround. Details matter: http://t.co/io7mCk1G",-1,
10/16/2012,09:09:18-05:00,For all the details on  Mitt Romney 's 5 trillion dollar  tax plan  visit http://t.co/sH4dOGvP http://t.co/pOkcpPpl,0,
10/16/2012,09:08:25-05:00,Just asked a rep at my college something only to get the most vague answer I have ever received. In my life. It was like listening to  Romney ,-1,
10/16/2012,09:09:19-05:00,"#47percent ""@DavidCornDC: THIS JUST IN: My crazy uncle who lives in the attic just endorsed  Mitt Romney .""",0,
10/16/2012,09:06:01-05:00,"@c_o_roadblock @KQK2 Same in Virginia, not alot of BHO sign's but a hell of a lot for  Romney ",1,
10/16/2012,09:09:21-05:00, Romney  Takes The Lead In Florida - The Plank on http://t.co/CZGQFji0 (blog) http://t.co/mfZ21bcV #florida,1,
10/16/2012,09:09:22-05:00,Unacceptable! Koch Brothers Urge Employees To Vote For  Romney …Or Else http://t.co/AI7jqbf1,-1,
10/16/2012,09:09:23-05:00,Scary: 5 disturbing stories that reveal the real  Mitt Romney  http://t.co/4BB1Pnh8,-1,
10/16/2012,09:09:24-05:00,.@edshow  Romney   tax plan  details are here! http://t.co/58whYzGq  #edshow,0,
10/16/2012,09:09:25-05:00,"the good news is, i'm way to tired for the debate tonight so you guys won't have to listen to me rant about how horrible  Romney  is!",-1,
10/16/2012,09:09:30-05:00,"Gun toting bitter bible clingers are racist pigs. Poll:  Romney  Rolling Among Swing State Bitter Clingers, 59% – 37%",-1,
10/16/2012,09:08:55-05:00," Mitt Romney  took his state from 36th to 47th in  job creation , left with a 38%  approval rating  &amp; didn't run again b/c he had no chance to win",-1,
10/16/2012,09:09:37-05:00,I know this girl does not have on a  Romney  sweatshirt....,0,
10/16/2012,09:09:38-05:00,Tonight's presidential  debate . Can't wait. Should be great. Want to see what  Mitt  And BO have to say.,0,
10/16/2012,09:09:38-05:00,@PatriotKids:  Romney  Gaining in PA? http://t.co/bMCGSt1B #tcot #tlot #sgp #lnyhbt #gop #p2 #lnyhbt,1,
10/16/2012,09:09:39-05:00,Pray for another  Romney  big win in debate today.,1,
10/16/2012,09:09:41-05:00, Mitt Romney  + Bain = Job Outsourcing Pioneers #2012USElections,-1,
10/16/2012,09:09:42-05:00, Romney   tax plan : Get the details http://t.co/KJCZ9DhE,0,
10/16/2012,09:07:53-05:00," mitt romney , I hate you. get off my pandora. __",-1,
10/16/2012,09:09:45-05:00,“@Reuters: Russia launches anti-smoking crackdown http://t.co/Ez8hOXLv” Against  Mitt Romney 's Russia Tobacco Business?,-1,
10/16/2012,09:08:20-05:00,It will be interesting to see how  Romney  connects to voters without offering any answers or solutions. #nydebate,-1,
10/16/2012,09:09:50-05:00,Messina2012 @stefcutter -  Romney 's out of touch view on the  uninsured  helps build that 'wrong for the 47%' narrative  http://t.co/sSf9EWlo,-1,
10/16/2012,09:09:51-05:00,All the details you need to know about the  Romney  tax plan:  http://t.co/9u8ufMod,0,
10/16/2012,09:09:51-05:00,How Paul Ryan would bring  Romney 's  taxes  to ZERO http://t.co/owPzCuNP,-1,
10/16/2012,09:09:56-05:00, Mitt  is gunna put the nail in the coffin tonight.,1,
10/16/2012,09:09:57-05:00,Heeeee. RT @modeknit: BREAKING: Details on the  Romney  Tax Plan revealed! http://t.co/a15cbvQb,0,
10/16/2012,09:09:59-05:00,What  Mitt Romney  Should Do in the Second Debate: http://t.co/6kfkWLvA via @youtube,0,
10/16/2012,09:10:01-05:00,# Romney  &amp; The Seven Right Wing Radicals in  Romney Land @Salon http://t.co/wL7A8T1y #debate #47percent #tcot #p2 #ohsen #vasen #pFLA #nhgop,-1,
10/16/2012,09:09:27-05:00,You'd think it would be a big story that the plan that forms the entire basis for  Romney 's candidacy has been revealed as bogus,-1,
10/16/2012,09:10:06-05:00,"I really hate that  Romney  is using #FridayNightLights' most famous quote/tagline for his own. Ugh. Can we stop that, @MattLauria ?",-1,
10/16/2012,09:10:07-05:00,"I enjoy seeing which people ""like""  Mitt Romney  on Facebook ... so I can laugh, laugh, laugh like Biden.",-1,
10/16/2012,09:10:08-05:00,"There is A  Romney  We Should All Listen To, and It's Not  Romney : http://t.co/GR5gP5oq #Cult #Park",-1,
10/16/2012,09:10:12-05:00,@DavidCornDC  2 funny--Really-- Romney  cringed w/that endorsement,-1,
10/16/2012,09:09:09-05:00,"Today is Tuesday, October 16, 2012 and the  Romney /Ryan  tax plan  is still mathematically impossible.",-1,
10/16/2012,09:10:19-05:00, Romney  is the NWO Pick for 2012 Presidency ~ Alex Ansary http://t.co/lATlXZbz,1,
10/16/2012,09:10:20-05:00, Romney 's  tax plan  Doesn't Add Up—But It Deserves a Second Look - Yahoo! Finance http://t.co/vkVQoniF via @YahooFinance,2,
10/16/2012,09:10:25-05:00,The details have finally been released for the  Romney   tax plan  http://t.co/sifCBlU3,0,
10/16/2012,09:10:26-05:00,"Perot backs  Romney , citing 'unsustainable course': Former presidential candidate Ross Perot came out in favor of... http://t.co/bLOzRltm",1,
10/16/2012,09:10:27-05:00,Ross Perot endorses  Mitt Romney   http://t.co/n1WNRdZn,1,
10/16/2012,09:10:29-05:00,"Good Luck tonight,  Mitt  @ Mitt ",1,
10/16/2012,09:10:30-05:00,RT @Salon Scary: 5 disturbing stories that reveal the real  Mitt Romney  http://t.co/diamrMsp …,-1,
10/16/2012,09:10:31-05:00,@CoryBooker Hey wonder why  Mitt  doesn't use his first name Willard maybe cuz you think of rats?,-1,
10/16/2012,09:10:32-05:00,"When you vote for  Romney , you're also voting for this! Is this REALLY the type of American you are? http://t.co/282GqHuN",-1,
10/16/2012,09:10:33-05:00,I really hate that some of my evangelical and Pentecostal friends are contorting Mormonism in order to vote for  Romney .,-1,
10/16/2012,09:10:34-05:00,RETWEETNevada ATTN Sportsmen US  Tax Payers  HELP  The Unemployed  - VOTE  ROMNEy !,1,
10/16/2012,09:10:38-05:00,@PabonMatriarch check this out and pass around..the  romney  tax plan finally released http://t.co/lg0xNTu1,0,
10/16/2012,09:10:39-05:00,@TheTeaParty_net   Romney  for a win!,1,
10/16/2012,09:10:39-05:00,Awesome!  Go here for a hilarious take on  Romney 's 'evasive'  tax plan  http://t.co/1h1KWEVn,-1,
10/16/2012,09:10:40-05:00,Stacey Dash supports  Mitt Romney . He proceeds to call her Ms Houston and tell her he liked her in 'The Bodyguard',0,
10/16/2012,09:10:40-05:00,"@HuffPostBiz: Taibbi:  Romney , Ryan tax plan should be slaughtered by the press"" http://t.co/MlfEt0qA"" What's math?",-1,
10/16/2012,09:10:41-05:00,"Whoa! All the details on  Romney   tax plan !  tx, @mrianlesie   http://t.co/x8UQFU9j",0,
10/16/2012,09:10:50-05:00,Vote NO on Myth  Romney  and the Mormon takeover of America #p2 #tcot #Christian,-1,
10/16/2012,09:05:37-05:00,Ross Perot endorses  Mitt Romney  http://t.co/gzXFjFfl #tcot #resist44 #GOP2012 #teaparty,1,
10/16/2012,09:10:55-05:00," Romney  Holds Advantage Tonight, Regardless of Format | RealClearPolitics: http://t.co/myrHrDLn, writer by my friend, mark salter",1,
10/16/2012,09:10:56-05:00,"@VFW_Vet  I sit staring @ this thing with Bush, Reagan no problem  Mitt ..bad vibes,deceit, will sell us out 4 $$. http://t.co/MeAV4Kag",-1,
10/16/2012,09:10:58-05:00,"@MaiaDahalia More than 500 economists, 5 Nobel laureates back  Romney ’s economic strategy.",1,
10/16/2012,09:11:01-05:00,Did you know these celebs are  Romney  endorsers? #7 is a supermodel! http://t.co/jCCyLUJl - sp,1,
10/16/2012,09:11:03-05:00," Mitt Romney  isn't a business genius, just a speculator who played &amp; won big a rigged market - http://t.co/ragbXN7z",-1,
10/16/2012,09:11:06-05:00,@LiberalPhenom check this out and pass around the  romney  tax plan finally released http://t.co/lg0xNTu1,0,
10/16/2012,09:11:08-05:00," ROMNEy /Ryan ...terror to the old, sick and poor.  Shud be attested. http://t.co/ef85koZK",-1,
10/16/2012,09:11:09-05:00,@AoSHQ Suicide watch!  Romney  hits 50%,-1,
10/16/2012,09:11:17-05:00,RT @TheColdPhoenix Stacey Dash supports  Mitt Romney . He proceeds to call her Ms Houston and tell her he liked her in 'The Bodyguard',0,
10/16/2012,09:11:26-05:00,Have you seen this?  Romney  camp admits their jobs plan is complete B.S.  at http://t.co/IZmrFjhL.,-1,
10/16/2012,09:11:27-05:00,News Roundup:  Romney  Administration To Welcome Lobbyists? http://t.co/8ad9FKqL,-1,
10/16/2012,09:11:35-05:00,“@What_I_Know: @wilson6923 you see Elway supports  Romney ?” Yea... He's a tool.,-1,
10/16/2012,09:11:38-05:00,@granholmtwr @smshow http://t.co/sYx3ct6k is FINALLY what we've been waiting to hear from the  Romney  campaign. Exactly what I expected! #p2,0,
10/16/2012,09:11:39-05:00,A good read about commonly used estate planning and tax strategies used by  Mitt Romney  http://t.co/dz8qmxRL,0,
10/16/2012,09:11:48-05:00,"But Right For the Chinese!!!! @BEYonceRTWCj   Mitt Romney  is wrong for women, gays, and the middle class. #PointBlankPeriod",-1,
10/16/2012,09:11:49-05:00,Guys  Romney 's first memory of Ann is throwing rocks at her and her horse. http://t.co/si2h2l6a This is my new favorite fact.,-1,
10/16/2012,09:11:52-05:00,@thunderdan222  romney /ryan tax cut http://t.co/oCcW3sCq,0,
10/16/2012,09:07:25-05:00,Wait...Did  Mitt Romney  actually mistake Stacey Dash for Whitney Houston? Y'all lying!!! This can't be real. LMAO,-1,
10/16/2012,09:11:54-05:00,"@360FMRadio simce the last debate..yes..lol..  Romney  just says what the people want to hear, in the end he will screw them. I have a feeling",-1,
10/16/2012,09:11:55-05:00, Mitt Romney  Often Away When He Was Governor http://t.co/QcoNObuB,-1,
10/16/2012,09:11:56-05:00,"As  Romney  Repeats Trade Message, Bain Maintains China Ties http://t.co/xBQ6oDx1  Is this who u want in the WH America?",-1,
10/16/2012,09:11:58-05:00, Romney 's Tax Plan Doesn't Add Up—But It Deserves a Second Look:  http://t.co/Rq6Lw2Ws,2,
10/16/2012,09:10:06-05:00,Dear my friends who had abortions and are now voting for  Romney : That's called 'pulling the ladder up behind you' and it's not very nice.,-1,
10/16/2012,09:12:00-05:00, Romney  Won't Face 'The View' - Yahoo! News http://t.co/LRvSyHx4 via @YahooNews,-1,
10/16/2012,09:12:04-05:00,But do not background check O. #racist #disingenuous RT @Salon: Scary: 5 disturbing stories that reveal the real  Mitt Romney ,-1,
10/16/2012,09:12:07-05:00,Great video by @mcall photographer @DonnaFisherMC: Ann  Romney  talks to The Morning Call: video    http://t.co/OjqsIudt,0,
10/16/2012,09:12:08-05:00, Mitt  Criticized By His Father's Longtime Aide http://t.co/ePggLfYH,-1,
10/16/2012,09:12:11-05:00,@CourtneyCummz @realDonaldTrump @ MittRomney  Not a fan of Trump or  MittRomney !! ;),-1,
10/16/2012,09:10:51-05:00,The Secretary of Explaining Sh*t Unwraps @ MittRomney 's huge tax cut for millionaires (like him and  MittRomney ) http://t.co/cdpAwh3z,0,
10/16/2012,09:09:53-05:00,@_sierramist89 F*ck  Romney  and F*ck Republicans altogether lol...you gotta get the F*ck  Romney  t-shirt at http://t.co/1lLsOqZU GO,-1,
10/16/2012,09:12:19-05:00,Want to know how  Mitt Romney 's $5 trillion tax plan adds up? Simply click here: http://t.co/kVNhXeqv,0,
10/16/2012,09:12:21-05:00, Romney  will make reusable coffee devices illegal #waronmugs,-1,
10/16/2012,09:11:38-05:00,"Well, I'll say it. NO,  Romney  did NOT win the first debate. Liars don't win debates. #Sensata",-1,
10/16/2012,09:12:26-05:00,Google This : Paul Ryan  Mitt Romney  Gay Photoshop,0,
10/16/2012,09:12:29-05:00,#WaysToGetShot: Vote For  Mitt Romney  .,-1,
10/16/2012,09:12:29-05:00,#LT  romney *,1,
10/16/2012,09:12:33-05:00,"@KLucash @KQK2 Noticed that 2 neighbors BHO signs 'were missing' after the weekend! humm?destroyed, probably. My  Romney  sign is 10 days old.",1,
10/16/2012,09:12:33-05:00,VIDEO: Would  Romney  have it easier as a Latino? @RosiePerezBklyn breaks it down at http://t.co/xJoDTLP6: http://t.co/YBYjLTCk,0,
10/16/2012,09:12:34-05:00, Romney  the business man http://t.co/vVKfsLWU,0,
10/16/2012,09:12:35-05:00,Koch brothers to workers: Vote for  Romney  or 'suffer the consequences' http://t.co/rHHjwr8P,0,
10/16/2012,09:09:53-05:00,Go to http://t.co/SLDh17vq for the details of  Romney /Ryan's tax plan!! #p2 #tcot,0,
10/16/2012,09:12:35-05:00,I have no respect for  Mitt Romney ,-1,
10/16/2012,09:12:36-05:00,Swing States poll: Women push  Romney  into lead http://t.co/TYJU8YSl,1,
10/16/2012,09:12:51-05:00,PLEASE!!!!! RT @filet_MeenYONG: please don't elect  Romney ,-1,
10/16/2012,09:12:52-05:00, Mitt Romney ’s hands-on leadership style: micro-manager or ‘chief decider’? | The Ticket - Yahoo! News http://t.co/k3O9qVOw via @YahooNews,0,
10/16/2012,09:12:53-05:00, Mitt Romney  you're only here for our amusement. How do you mistake Stacy Dash for Whitney Houston??!,-1,
10/16/2012,09:12:55-05:00,#RossPerot endorses # Romney  http://t.co/vBm7mVKT,1,
10/16/2012,09:10:00-05:00, Mitt Romney 's Career of Shipping American Jobs All Over the World   http://t.co/CJUOSTKs  # Mitt Romney Ryan2012 # Mitt Romney 4China #Sensata #p2,-1,
10/16/2012,09:13:03-05:00, Romney  campaign up with two new TV ads in Wisconsin http://t.co/D4Jf4PeN via @wispolitics,0,
10/16/2012,09:12:38-05:00,Dispiriting to see righty journalists devoting less time to scrutinizing  Romney 's plans than to debunking others' scrutiny of them,0,
10/16/2012,09:13:11-05:00,Smh RT @TheColdPhoenix: Stacey Dash supports  Mitt Romney . He proceeds to call her Ms Houston and tell her he liked her in 'The Bodyguard',0,
10/16/2012,09:13:11-05:00, Romney  IS a used car salesman trying to sell us a Clunker with No CarFax!  #TrustMe  #NoWarranty #OnlyDrivenOnSundaysByLilOldLady  #p2,-1,
10/16/2012,09:13:14-05:00,That's funny! - “@RussOnPolitics: Fantastic. Finally. Get the details of the  Romney  tax plan here. http://t.co/3YOATsl7”,0,
10/16/2012,09:09:39-05:00,Black people always singing that RICK ROSS SONG RICH FOREVER!!! IF  MITT ROMNEy  WIN YO ASS GONE BE RICH ALRIGHT ; /,0,
10/16/2012,09:01:52-05:00,"@MichaelBerrySho My suggestion for  Mitt : ""America, ever seen a mugshot with someone wearing MY face on their shirt?""(drops mic, loosens tie)",0,
10/16/2012,09:13:22-05:00,"im fucking w  Mitt  tomorrow doe, i wanna talk to him, and see his face bc ima look and smell different. lol higherpowerhighgrade. lmao",0,
10/16/2012,09:13:23-05:00,“@filet_MeenYONG please don't elect  Romney ”,-1,
10/16/2012,09:13:26-05:00,“@DRUDGE_REPORT: Ross Perot endorses  Romney ... http://t.co/vISP8h0T”. FINALLY! Thanks Ross.,1,
10/16/2012,09:13:26-05:00,The thing w/ Slick Willie's Hill 'buck stops here' statement is it might shore up the moderate democrat base from bailing over to # Romney .,-1,
10/16/2012,09:10:27-05:00,Finally!!!!   Romney /Ryan Tax Plan Explained in Easy Terms!!!!  Check it out!!  #p2  #47percent   http://t.co/ZGnGWAnZ,0,
10/16/2012,09:13:28-05:00,Are you in #Israel and a # Romney  supporter? Looking to fill a slot in a @HuffPostLive segment at 11:30AM - get in touch! cc: @mitwilli,0,
10/16/2012,09:13:33-05:00,@krisleeph @LonaLorraine @theblaze For me the race card is so played out.  Romney  is successful because he had a good education and he worked,1,
10/16/2012,09:13:39-05:00,Shocking. Said no one. / The Morning Plum:  Romney ’s jobs plan revealed to be flim-flam http://t.co/1HxlyX5E,-1,
10/16/2012,09:13:47-05:00,A Virginia double-dip for  Romney  running mate with close presidential election ... Undecided? http://t.co/NkWyGwrC http://t.co/jutUkUUf,0,
10/16/2012,09:12:47-05:00,"NYT ""[Under a  Romney  #SCOTUS] ... the basic right to abortion might well not survive"" http://t.co/siFnAShL",0,
10/16/2012,09:13:50-05:00,ICYMI-Note on Ohio polls:Why party ID in polls is worse than you think and why  Romney 's independent lead is a big deal. http://t.co/ZuwXNuI1,0,
10/16/2012,09:13:50-05:00,RT @theplumlinegs: Dispiriting to see righty journalists devoting less time to scrutinizing  Romney 's plans than to debunking others'...,0,
10/16/2012,09:13:55-05:00,Arithmetic over illusion! “@dailykos:  Mitt Romney 's nightmare: Bill Clinton explains  Mitt Romney  math http://t.co/o8qcfY6z”,-1,
10/16/2012,09:13:56-05:00,#cleanpots MT @ThePlumLineGS: You'd think it'd be a big story that entire basis for  Romney 's candidacy has been revealed as bogus,-1,
10/16/2012,09:13:57-05:00,"RT @NolteNC: Pre-sebate, NYTs covers or O on Libya, WaPo on jobs. Tipping O's hand, tho -- giving  Romney  12 hours to ready responses.",0,
10/16/2012,09:13:57-05:00,"@DavidFaberCNBC can we ask one question?maybe  romney  wud site VP comp.as an issue, thebank gets bailed out and he makes millions",-1,
10/16/2012,09:13:58-05:00,#morningjoe  Romney  Ryan campaign should make a large contribution to the soup kitchen.,-1,
10/16/2012,09:13:58-05:00," Mitt Romney  claims he'll create 12 million jobs in his ad, but the Wash Post gives it  4 Pinocchios #factsmatter http://t.co/p7H6kZc1",-1,
10/16/2012,09:07:41-05:00,"@DclareDiane  Mitt Romney  and Paul Ryan are serious men, for serious times. No doubt about it.",1,
10/16/2012,09:14:02-05:00,#IDontHaveTimeFor the people at Bainport says  Mitt Romney .I'm making too much money by outsourcing their jobs. #Sensata,-1,
10/16/2012,09:14:07-05:00,How # Romney  will reduce deficit cutting total 6 hrs Defense spending  (HINT: Big Bird may be armed!) http://t.co/m2pH8DLR,0,
10/16/2012,09:14:11-05:00,The National Memo » President Clinton Explains How  Mitt Romney  Is Planning Huge Tax Breaks For Millionaires http://t.co/xQyXbyt6,0,
10/16/2012,09:14:13-05:00,Ross Perot endorses  Mitt Romney  - Washington Times: http://t.co/YxL45E9A via @washtimes,1,
10/16/2012,09:14:14-05:00,Obvious: I do not denigrate step-dads. This is how ind. voters used a caricature to characterize  Romney  for a pollster,0,
10/16/2012,09:14:18-05:00,"LOL!   RT @insomniac19: Well played, DNC! RT @mattyglesias: New details on the  Romney  tax plan: http://t.co/hmp20mvD",-1,
10/16/2012,09:14:20-05:00,Sad. Snake oil salesman doing well with the gullible! via @nprnews: Poll:  Romney  Has Large Lead In Rural Swing Counties http://t.co/WKGUetwA,-1,
10/16/2012,09:13:28-05:00, Romney : Perhaps I should debate Hillary tonight. Apparently she wears the pants in this administration. #tcot #EmptyChair # Romney Ryan2012,0,
10/16/2012,09:14:25-05:00,"! “@BEYonceRTWCj:  Mitt Romney  is wrong for women, gays, and the middle class. #PointBlankPeriod”",-1,
10/16/2012,09:14:31-05:00, Romney  Cancels Appearance on ‘The View’-GOOD FOR HIM THEY ARE SO BIAS HE WOULD NEVER HAVE A CHANCE AMERICANS KNOW THIS. DISGRACEFUL LIBERALS,1,
10/16/2012,09:14:31-05:00, Mitt  Romeny all dayy eerr daayy,1,
10/16/2012,09:14:34-05:00,Mr. POTUS get in there tonight and townhaul a foot off in  Mitt 's ass.,-1,
10/16/2012,09:14:39-05:00,"Whoever tried pulling off the  Romney  2012 sticker I have on my car.. I will find you, and I will kill you :)",1,
10/16/2012,09:14:40-05:00," Romney  treating Ohio as a must-win state: CINCINNATI, Ohio --  Romney  seems to have gained an extr... http://t.co/xIVljLB1 #politics",0,
10/16/2012,09:14:43-05:00,Keeping them honest! Anderson Cooper Rips  Mitt Romney 's Tax Plan (VIDEO) http://t.co/CzGZJINB via @HuffPostMedia,-1,
10/16/2012,09:14:45-05:00,"@birdieinmyear @KristiLuvsJesus #PRAYING, #FASTING 4 USA. Others doing same @ MittRomney  &amp; Family praying on knees blessings.  MittRomney  Wont Fail",1,
10/16/2012,09:04:14-05:00,Ten million of those jobs in  Romney ’s plan represent an entirely bogus promise. http://t.co/ilBsLWo7,-1,
10/16/2012,09:10:58-05:00,A Coal Stock That Could Soar With a  Romney  Win - TheStreet http://t.co/KRZKbtmr via @TheStreet,0,
10/16/2012,09:14:48-05:00,Poll:  Romney  Near Landslide in Rural Swing Counties -  Romney  - Fox Nation http://t.co/YfnjiXSy,1,
10/16/2012,09:14:50-05:00,"#TownHallQuestions why are you calling  Romney  a liar when that honor belongs to you Gibbs, Carney, Rice, etc?",1,
10/16/2012,09:14:51-05:00,#MRDPNT __“@ddddelaney: God bless America. RT @ComplexMag: 21 Rap Lyrics  Mitt Romney  Can Use in Tonight's Debate http://t.co/CRlQbqI8”,0,
10/16/2012,09:14:55-05:00,"@RepPaulRyan   Mitt Romney  is a relentless, bald-faced liar, a sociopath, a thing without a conscious: the devil.",-1,
10/16/2012,09:14:55-05:00,If  Romney  wins me and @navreet_bhanguu  are moving to India and were gonna wear headdresses,-1,
10/16/2012,09:15:01-05:00,CU professors double-down on prediction of  Romney  win due to economic factors http://t.co/zxK3RoNu,-1,
10/16/2012,09:15:02-05:00,RT&gt;@DrewMcKissick GOP hopes soar as  Romney  rolls in Ohio http://t.co/gq0sxpMh  #tcot,1,
10/16/2012,09:15:03-05:00,"Ryan ""fakes"" helping at a soup kitchen. Appropriate given the ""fake"" help the  Romney /Ryan campaign want to give the poor and middle class.",-1,
10/16/2012,09:15:03-05:00,For a detailed explanation of how the  Romney -Ryan tax plan  works:         http://t.co/1rgyVoF9      PEOPLE ARE SO CREATIVE,0,
10/16/2012,09:14:17-05:00,How will  Mitt Romney 's mathematically impossible tax plan work? The pesky details are just a click away. http://t.co/Z77vhnaU #DetailsMatter,0,
10/16/2012,09:14:13-05:00,*tears* ---&gt; RT @ComplexMag: 21 Rap Lyrics  Mitt Romney  Can Use in Tonight's Debate http://t.co/qUlCBF8S,0,
10/16/2012,09:15:07-05:00,"WI GOP jazzed about  Romney 's prospects despite bad polls: http://t.co/I4Mv8qnA By @daveweigel, who covered the protests in 2011.",0,
10/16/2012,09:15:07-05:00,@realDonaldTrump Here you are with the moderator of tonight’s debate talking smack about  Mitt .  http://t.co/jxpZcON6,0,
10/16/2012,09:15:09-05:00,RT @nydailynews: Rosie Perez mocks  Mitt Romney 's 'it would be helpful to be Latino' comment in new video http://t.co/CmBNzPYm,-1,
10/16/2012,09:15:13-05:00,The Coming  Romney  Boom - Mona Charen - National Review Online http://t.co/qEgw8VTQ,0,
10/16/2012,09:15:15-05:00,This made me chuckle. A lot. # Romney  tax plan details: http://t.co/N3oJsFDg,-1,
10/16/2012,09:15:15-05:00," Romney  Holds Advantage Tonight, Regardless of Format | RealClearPolitics: http://t.co/dm3ewRmi",1,
10/16/2012,09:15:18-05:00,Road up here was lined with luxury SUVs laden with  Romney  stickers,1,
10/16/2012,09:15:21-05:00,Sounds reasonable:  Romney -Ryan tax plan — http://t.co/FFwoNvj9,1,
10/16/2012,09:15:24-05:00,"“@UberFacts: In 1965,  Mitt Romney  was arrested for using large blocks of ice to slide down the slopes of a golf course.”",-1,
10/16/2012,09:12:01-05:00,The ‘Moderate  Mitt ’ Myth http://t.co/7J7KaYfk,-1,
10/16/2012,09:10:59-05:00,RT @salon: Scary: 5 disturbing stories that reveal the real  Mitt Romney  http://t.co/OrFVDpDB,-1,
10/16/2012,09:15:32-05:00,"I'm entitling my Presidential Election persuasive essay ""Would the Real  Mitt Romney  Please Stand Up?"".",0,
10/16/2012,09:15:38-05:00,9 Things That Show  Mitt Romney  Is Morally Bankrupt | Alternet http://t.co/AYSkRBjE #sensata,-1,
10/16/2012,09:14:03-05:00, Romney  rakes in staggering amount of money from lobbyists http://t.co/Q7EJeurv,-1,
10/16/2012,09:15:40-05:00,“@ThatsSoKelso:  Mitt Romney  don't pay no tax!”  Mitt Romney  Don't Pay No Tax !,-1,
10/16/2012,09:15:45-05:00,"Those women who have switched alliance 2 # Romney , after his #lies in 1st debate. If u really exist, I have a bridge in B'klyn 2 sell you.",-1,
10/16/2012,09:15:45-05:00,@TheReal Romney  endorses @Jake_Gyllenhaal for Oscar nomination. JG reportedly to play George  Romney  in major studio film on American Motors.,0,
